"No.","Time","Source","Destination","Protocol","Length","Info"
"11858","163.556400","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11859","163.556400","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11860","163.556400","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11861","163.556400","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11862","163.556400","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11863","163.556578","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11864","163.556578","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11865","163.556750","192.168.100.80","36.92.238.141","QUIC","75","Protected Payload (KP0), DCID=348e8e6c1aca0b64"
"11866","163.557706","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11867","163.557706","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11868","163.557706","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11869","163.557706","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11870","163.557706","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11871","163.557706","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11872","163.557706","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11873","163.557706","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11874","163.557706","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11875","163.557706","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11876","163.557706","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11877","163.557706","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11878","163.557706","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11879","163.557706","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11880","163.557706","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11881","163.557840","192.168.100.80","36.92.238.141","QUIC","75","Protected Payload (KP0), DCID=348e8e6c1aca0b64"
"11882","163.557937","192.168.100.80","36.92.238.141","QUIC","75","Protected Payload (KP0), DCID=348e8e6c1aca0b64"
"11883","163.559659","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11884","163.559659","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11885","163.559659","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11886","163.559659","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11887","163.559659","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11888","163.559659","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11889","163.559659","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11890","163.559659","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11891","163.559659","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11892","163.559659","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11893","163.559659","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11894","163.559659","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11895","163.559659","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11896","163.559659","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11897","163.559659","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11898","163.559736","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11899","163.559736","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11900","163.559857","192.168.100.80","36.92.238.141","QUIC","75","Protected Payload (KP0), DCID=348e8e6c1aca0b64"
"11901","163.560018","192.168.100.80","36.92.238.141","QUIC","75","Protected Payload (KP0), DCID=348e8e6c1aca0b64"
"11902","163.560726","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11903","163.560726","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11904","163.560726","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11905","163.560726","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11906","163.560726","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11907","163.560726","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11908","163.560726","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11909","163.560726","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11910","163.560726","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11911","163.560726","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11912","163.560726","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11913","163.560939","192.168.100.80","36.92.238.141","QUIC","75","Protected Payload (KP0), DCID=348e8e6c1aca0b64"
"11914","163.562075","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11915","163.562075","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11916","163.562075","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11917","163.562075","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11918","163.562075","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11919","163.562075","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11920","163.562075","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11921","163.562075","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11922","163.562075","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11923","163.562075","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11924","163.562075","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11925","163.562075","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11926","163.562075","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11927","163.562075","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11928","163.562075","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11929","163.562159","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11930","163.562159","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11931","163.562212","192.168.100.80","36.92.238.141","QUIC","75","Protected Payload (KP0), DCID=348e8e6c1aca0b64"
"11932","163.563475","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11933","163.563475","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11934","163.563475","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11935","163.563475","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11936","163.563475","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11937","163.563475","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11938","163.563475","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11939","163.563475","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11940","163.563475","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11941","163.563475","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11942","163.563475","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11943","163.563475","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11944","163.563475","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11945","163.563475","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11946","163.563475","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11947","163.563553","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11948","163.563585","192.168.100.80","36.92.238.141","QUIC","75","Protected Payload (KP0), DCID=348e8e6c1aca0b64"
"11949","163.563663","192.168.100.80","36.92.238.141","QUIC","75","Protected Payload (KP0), DCID=348e8e6c1aca0b64"
"11950","163.564877","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11951","163.564877","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11952","163.564877","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11953","163.564877","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11954","163.564877","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11955","163.564877","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11956","163.564877","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11957","163.564877","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11958","163.564877","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11959","163.564877","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11960","163.564877","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11961","163.564877","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11962","163.564877","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11963","163.564877","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11964","163.564877","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11965","163.564962","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11966","163.564962","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11967","163.565003","192.168.100.80","36.92.238.141","QUIC","75","Protected Payload (KP0), DCID=348e8e6c1aca0b64"
"11968","163.565101","192.168.100.80","36.92.238.141","QUIC","75","Protected Payload (KP0), DCID=348e8e6c1aca0b64"
"11969","163.566216","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11970","163.566216","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11971","163.566216","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11972","163.566216","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11973","163.566216","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11974","163.566216","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11975","163.566216","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11976","163.566216","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11977","163.566216","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11978","163.566216","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11979","163.566216","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11980","163.566216","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11981","163.566216","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11982","163.566216","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11983","163.566502","192.168.100.80","36.92.238.141","QUIC","75","Protected Payload (KP0), DCID=348e8e6c1aca0b64"
"11984","163.568103","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11985","163.568103","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11986","163.568103","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11987","163.568103","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11988","163.568103","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11989","163.568103","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11990","163.568103","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11991","163.568103","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11992","163.568103","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11993","163.568103","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11994","163.568103","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11995","163.568103","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11996","163.568103","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11997","163.568103","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11998","163.568103","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"11999","163.568181","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12000","163.568181","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12001","163.568235","192.168.100.80","36.92.238.141","QUIC","75","Protected Payload (KP0), DCID=348e8e6c1aca0b64"
"12002","163.568330","192.168.100.80","36.92.238.141","QUIC","75","Protected Payload (KP0), DCID=348e8e6c1aca0b64"
"12003","163.569152","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12004","163.569152","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12005","163.569152","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12006","163.569152","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12007","163.569152","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12008","163.569152","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12009","163.569152","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12010","163.569152","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12011","163.569152","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12012","163.569152","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12013","163.569152","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12014","163.569441","192.168.100.80","36.92.238.141","QUIC","75","Protected Payload (KP0), DCID=348e8e6c1aca0b64"
"12015","163.570516","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12016","163.570516","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12017","163.570516","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12018","163.570516","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12019","163.570516","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12020","163.570516","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12021","163.570516","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12022","163.570516","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12023","163.570516","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12024","163.570516","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12025","163.570516","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12026","163.570516","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12027","163.570516","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12028","163.570516","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12029","163.570516","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12030","163.570596","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12031","163.570596","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12032","163.570656","192.168.100.80","36.92.238.141","QUIC","75","Protected Payload (KP0), DCID=348e8e6c1aca0b64"
"12033","163.570747","192.168.100.80","36.92.238.141","QUIC","80","Protected Payload (KP0), DCID=348e8e6c1aca0b64"
"12034","163.572012","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12035","163.572012","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12036","163.572012","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12037","163.572012","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12038","163.572012","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12039","163.572012","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12040","163.572012","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12041","163.572012","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12042","163.572012","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12043","163.572012","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12044","163.572012","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12045","163.572012","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12046","163.572012","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12047","163.572012","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12048","163.572012","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12049","163.572461","192.168.100.80","36.92.238.141","QUIC","75","Protected Payload (KP0), DCID=348e8e6c1aca0b64"
"12050","163.576003","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12051","163.576003","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12052","163.576003","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12053","163.576003","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12054","163.576003","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12055","163.576003","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12056","163.576003","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12057","163.576003","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12058","163.576003","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12059","163.576003","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12060","163.576003","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12061","163.576003","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12062","163.576003","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12063","163.576003","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12064","163.576003","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12065","163.576189","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12066","163.576189","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12067","163.576281","192.168.100.80","36.92.238.141","QUIC","75","Protected Payload (KP0), DCID=348e8e6c1aca0b64"
"12068","163.576382","192.168.100.80","36.92.238.141","QUIC","75","Protected Payload (KP0), DCID=348e8e6c1aca0b64"
"12069","163.577328","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12070","163.577328","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12071","163.577328","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12072","163.577328","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12073","163.577328","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12074","163.577328","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12075","163.577328","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12076","163.577328","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12077","163.577328","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12078","163.577328","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12079","163.577328","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12080","163.577328","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12081","163.577328","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12082","163.577328","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12083","163.577328","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12084","163.577412","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12085","163.577606","192.168.100.80","36.92.238.141","QUIC","75","Protected Payload (KP0), DCID=348e8e6c1aca0b64"
"12086","163.578753","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12087","163.578753","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12088","163.578753","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12089","163.578753","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12090","163.578753","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12091","163.578753","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12092","163.578753","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12093","163.578753","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12094","163.578753","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12095","163.578753","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12096","163.578753","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12097","163.578753","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12098","163.578753","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12099","163.578753","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12100","163.578753","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12101","163.578836","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12102","163.578836","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12103","163.578869","192.168.100.80","36.92.238.141","QUIC","75","Protected Payload (KP0), DCID=348e8e6c1aca0b64"
"12104","163.578946","192.168.100.80","36.92.238.141","QUIC","75","Protected Payload (KP0), DCID=348e8e6c1aca0b64"
"12105","163.580038","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12106","163.580038","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12107","163.580038","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12108","163.580038","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12109","163.580038","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12110","163.580038","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12111","163.580038","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12112","163.580038","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12113","163.580038","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12114","163.580038","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12115","163.580038","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12116","163.580038","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12117","163.580038","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12118","163.580038","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12119","163.580111","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12120","163.580166","192.168.100.80","36.92.238.141","QUIC","75","Protected Payload (KP0), DCID=348e8e6c1aca0b64"
"12121","163.580265","192.168.100.80","36.92.238.141","QUIC","75","Protected Payload (KP0), DCID=348e8e6c1aca0b64"
"12122","163.581480","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12123","163.581480","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12124","163.581480","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12125","163.581480","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12126","163.581480","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12127","163.581480","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12128","163.581480","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12129","163.581480","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12130","163.581480","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12131","163.581480","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12132","163.581480","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12133","163.581480","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12134","163.581480","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12135","163.581480","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12136","163.581480","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12137","163.581566","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12138","163.581566","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12139","163.581625","192.168.100.80","36.92.238.141","QUIC","75","Protected Payload (KP0), DCID=348e8e6c1aca0b64"
"12140","163.582787","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12141","163.582787","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12142","163.582787","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12143","163.582787","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12144","163.582787","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12145","163.582787","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12146","163.582787","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12147","163.582787","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12148","163.582787","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12149","163.582787","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12150","163.582787","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12151","163.582787","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"12152","163.582787","36.92.238.141","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
