"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.100.1","192.168.100.80","DNS","170","Standard query response 0xff2d A www.google.com A 142.250.4.103 A 142.250.4.105 A 142.250.4.99 A 142.250.4.106 A 142.250.4.147 A 142.250.4.104"
"2","0.001811","192.168.100.80","142.250.4.103","QUIC","1292","Initial, DCID=e4ab514015524431, PKN: 1, PADDING, CRYPTO, PADDING, PING, PING, PING"
"3","0.002290","192.168.100.80","142.250.4.103","QUIC","120","0-RTT, DCID=e4ab514015524431"
"4","0.002670","192.168.100.80","142.250.4.103","QUIC","1292","Initial, DCID=a7358105b0e2b18b, PKN: 1, CRYPTO, CRYPTO, CRYPTO"
"5","0.002796","192.168.100.80","142.250.4.103","QUIC","121","0-RTT, DCID=a7358105b0e2b18b"
"6","0.037670","142.250.4.103","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"7","0.037885","142.250.4.103","192.168.100.80","QUIC","664","Protected Payload (KP0)"
"8","0.037885","142.250.4.103","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"9","0.037885","142.250.4.103","192.168.100.80","QUIC","664","Protected Payload (KP0)"
"10","0.038789","192.168.100.80","142.250.4.103","QUIC","121","Handshake, DCID=e4ab514015524431"
"11","0.039023","192.168.100.80","142.250.4.103","QUIC","75","Protected Payload (KP0), DCID=e4ab514015524431"
"12","0.039551","192.168.100.80","142.250.4.103","QUIC","120","Handshake, DCID=a7358105b0e2b18b"
"13","0.039680","192.168.100.80","142.250.4.103","QUIC","75","Protected Payload (KP0), DCID=a7358105b0e2b18b"
"14","0.061924","142.250.4.103","192.168.100.80","QUIC","68","Protected Payload (KP0)"
"15","0.062297","142.250.4.103","192.168.100.80","QUIC","68","Protected Payload (KP0)"
"16","0.071969","142.250.4.103","192.168.100.80","QUIC","134","Protected Payload (KP0)"
"17","0.072119","142.250.4.103","192.168.100.80","QUIC","134","Protected Payload (KP0)"
"18","0.098197","192.168.100.80","142.250.4.103","QUIC","75","Protected Payload (KP0), DCID=e4ab514015524431"
"19","0.098577","192.168.100.80","142.250.4.103","QUIC","75","Protected Payload (KP0), DCID=a7358105b0e2b18b"
"20","1.023550","192.168.100.80","142.251.10.190","UDP","671","58652  >  443 Len=629"
"21","1.057506","142.251.10.190","192.168.100.80","UDP","69","443  >  58652 Len=27"
"22","1.064493","142.251.10.190","192.168.100.80","UDP","110","443  >  58652 Len=68"
"23","1.064870","142.251.10.190","192.168.100.80","UDP","67","443  >  58652 Len=25"
"24","1.065016","192.168.100.80","142.251.10.190","UDP","78","58652  >  443 Len=36"
"25","1.091305","192.168.100.80","142.251.10.190","UDP","75","58652  >  443 Len=33"
"26","1.126288","142.251.10.190","192.168.100.80","UDP","67","443  >  58652 Len=25"
"27","2.180854","162.159.134.234","192.168.100.80","TLSv1.2","149","Application Data"
"28","2.192100","192.168.100.80","74.125.200.101","UDP","108","64179  >  443 Len=66"
"29","2.224908","74.125.200.101","192.168.100.80","UDP","69","443  >  64179 Len=27"
"30","2.234795","192.168.100.80","162.159.134.234","TCP","54","64950  >  443 [ACK] Seq=1 Ack=96 Win=63242 Len=0"
"31","2.235955","74.125.200.101","192.168.100.80","UDP","166","443  >  64179 Len=124"
"32","2.236211","192.168.100.80","74.125.200.101","UDP","77","64179  >  443 Len=35"
"33","2.236297","74.125.200.101","192.168.100.80","UDP","147","443  >  64179 Len=105"
"34","2.261784","192.168.100.80","74.125.200.101","UDP","75","64179  >  443 Len=33"
"35","2.294024","74.125.200.101","192.168.100.80","UDP","67","443  >  64179 Len=25"
"36","2.556079","162.159.134.234","192.168.100.80","TLSv1.2","125","Application Data"
"37","2.596858","192.168.100.80","162.159.134.234","TCP","54","64950  >  443 [ACK] Seq=1 Ack=167 Win=63171 Len=0"
"38","2.742694","162.159.134.234","192.168.100.80","TLSv1.2","133","Application Data"
"39","2.783573","192.168.100.80","162.159.134.234","TCP","54","64950  >  443 [ACK] Seq=1 Ack=246 Win=63092 Len=0"
"40","3.479895","162.159.134.234","192.168.100.80","TLSv1.2","161","Application Data"
"41","3.528261","192.168.100.80","162.159.134.234","TCP","54","64950  >  443 [ACK] Seq=1 Ack=353 Win=64400 Len=0"
"42","3.529741","192.168.100.80","103.10.124.162","UDP","126","59811  >  27018 Len=84"
"43","3.867164","192.168.100.80","31.13.68.60","TLSv1.2","172","Application Data"
"44","3.867511","192.168.100.80","31.13.68.60","TLSv1.2","204","Application Data"
"45","3.898763","31.13.68.60","192.168.100.80","TCP","56","443  >  56770 [ACK] Seq=1 Ack=119 Win=65535 Len=0"
"46","3.898988","31.13.68.60","192.168.100.80","TCP","56","443  >  56770 [ACK] Seq=1 Ack=269 Win=65535 Len=0"
"47","4.049635","192.168.100.80","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"48","4.073399","162.159.134.234","192.168.100.80","TLSv1.2","152","Application Data"
"49","4.080235","192.168.100.80","192.168.100.1","DNS","79","Standard query 0xbba1 A clients4.google.com"
"50","4.080543","192.168.100.80","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"51","4.099985","192.168.100.1","192.168.100.80","DNS","199","Standard query response 0xbba1 A clients4.google.com CNAME clients.l.google.com A 142.251.10.101 A 142.251.10.102 A 142.251.10.139 A 142.251.10.100 A 142.251.10.113 A 142.251.10.138"
"52","4.101824","192.168.100.80","142.251.10.101","QUIC","1292","Initial, DCID=42d303ed3335701d, PKN: 1, PING, PING, PADDING, PING, PING, PING, PADDING, PING, PING, PADDING, PING, CRYPTO, PADDING, PING"
"53","4.102701","192.168.100.80","142.251.10.101","QUIC","118","0-RTT, DCID=42d303ed3335701d"
"54","4.106033","31.13.68.60","192.168.100.80","TLSv1.2","86","Application Data"
"55","4.106422","31.13.68.60","192.168.100.80","TLSv1.2","86","Application Data"
"56","4.106443","192.168.100.80","31.13.68.60","TCP","54","56770  >  443 [ACK] Seq=269 Ack=65 Win=65322 Len=0"
"57","4.122975","192.168.100.80","162.159.134.234","TCP","54","64950  >  443 [ACK] Seq=1 Ack=451 Win=64302 Len=0"
"58","4.138234","142.251.10.101","192.168.100.80","QUIC","1292","Protected Payload (KP0)"
"59","4.138676","142.251.10.101","192.168.100.80","QUIC","664","Protected Payload (KP0)"
"60","4.138957","192.168.100.80","142.251.10.101","QUIC","120","Handshake, DCID=42d303ed3335701d"
"61","4.139139","192.168.100.80","142.251.10.101","QUIC","75","Protected Payload (KP0), DCID=42d303ed3335701d"
"62","4.139388","192.168.100.80","142.251.10.101","QUIC","1288","Protected Payload (KP0), DCID=42d303ed3335701d"
"63","4.139442","192.168.100.80","142.251.10.101","QUIC","1292","Protected Payload (KP0), DCID=42d303ed3335701d"
"64","4.139499","192.168.100.80","142.251.10.101","QUIC","525","Protected Payload (KP0), DCID=42d303ed3335701d"
"65","4.163547","142.251.10.101","192.168.100.80","QUIC","68","Protected Payload (KP0)"
"66","4.171669","142.251.10.101","192.168.100.80","QUIC","134","Protected Payload (KP0)"
"67","4.171858","142.251.10.101","192.168.100.80","QUIC","67","Protected Payload (KP0)"
"68","4.171858","142.251.10.101","192.168.100.80","QUIC","67","Protected Payload (KP0)"
"69","4.172067","192.168.100.80","142.251.10.101","QUIC","75","Protected Payload (KP0), DCID=42d303ed3335701d"
"70","4.172804","142.251.10.101","192.168.100.80","QUIC","67","Protected Payload (KP0)"
"71","4.388696","192.168.100.80","142.251.10.101","QUIC","75","Protected Payload (KP0), DCID=42d303ed3335701d"
"72","4.418186","162.159.134.234","192.168.100.80","TLSv1.2","209","Application Data"
"73","4.447072","142.251.10.101","192.168.100.80","QUIC","67","Protected Payload (KP0)"
"74","4.463824","142.251.10.101","192.168.100.80","QUIC","958","Protected Payload (KP0)"
"75","4.464138","142.251.10.101","192.168.100.80","QUIC","148","Protected Payload (KP0)"
"76","4.464204","192.168.100.80","142.251.10.101","QUIC","77","Protected Payload (KP0), DCID=42d303ed3335701d"
"77","4.464789","192.168.100.80","162.159.134.234","TCP","54","64950  >  443 [ACK] Seq=1 Ack=606 Win=64147 Len=0"
"78","4.489615","192.168.100.80","142.251.10.101","QUIC","75","Protected Payload (KP0), DCID=42d303ed3335701d"
"79","4.521837","142.251.10.101","192.168.100.80","QUIC","67","Protected Payload (KP0)"
"80","4.527718","31.13.68.60","192.168.100.80","TLSv1.2","100","Application Data"
"81","4.551557","31.13.68.60","192.168.100.80","TLSv1.2","100","Application Data"
"82","4.551601","192.168.100.80","31.13.68.60","TCP","54","56770  >  443 [ACK] Seq=269 Ack=157 Win=65230 Len=0"
"83","4.746220","162.159.134.234","192.168.100.80","TLSv1.2","307","Application Data"
"84","4.793152","192.168.100.80","162.159.134.234","TCP","54","64950  >  443 [ACK] Seq=1 Ack=859 Win=63894 Len=0"
"85","5.056657","192.168.100.80","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"86","5.060568","162.159.134.234","192.168.100.80","TLSv1.2","97","Application Data"
"87","5.088385","192.168.100.80","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"88","5.103766","192.168.100.80","162.159.134.234","TCP","54","64950  >  443 [ACK] Seq=1 Ack=902 Win=63851 Len=0"
"89","5.341804","162.159.134.234","192.168.100.80","TLSv1.2","267","Application Data"
"90","5.362792","162.159.134.234","192.168.100.80","TLSv1.2","382","Application Data"
"91","5.362909","192.168.100.80","162.159.134.234","TCP","54","64950  >  443 [ACK] Seq=1 Ack=1443 Win=63310 Len=0"
"92","5.639048","162.159.134.234","192.168.100.80","TLSv1.2","116","Application Data"
"93","5.680470","192.168.100.80","162.159.134.234","TCP","54","64950  >  443 [ACK] Seq=1 Ack=1505 Win=63248 Len=0"
"94","5.966366","162.159.134.234","192.168.100.80","TLSv1.2","283","Application Data"
"95","6.006631","192.168.100.80","162.159.134.234","TCP","54","64950  >  443 [ACK] Seq=1 Ack=1734 Win=63019 Len=0"
"96","6.069729","192.168.100.80","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"97","6.100317","192.168.100.80","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"98","6.960430","162.159.134.234","192.168.100.80","TLSv1.2","446","Application Data"
"99","7.008281","192.168.100.80","162.159.134.234","TCP","54","64950  >  443 [ACK] Seq=1 Ack=2126 Win=64400 Len=0"
"100","7.075869","192.168.100.80","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"101","7.115520","192.168.100.80","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"102","7.264512","192.168.100.80","31.13.68.60","TLSv1.2","181","Application Data"
"103","7.296132","31.13.68.60","192.168.100.80","TCP","56","443  >  56770 [ACK] Seq=157 Ack=396 Win=65535 Len=0"
"104","7.398303","162.159.134.234","192.168.100.80","TLSv1.2","193","Application Data"
"105","7.442489","192.168.100.80","162.159.134.234","TCP","54","64950  >  443 [ACK] Seq=1 Ack=2265 Win=64261 Len=0"
"106","8.026574","162.159.134.234","192.168.100.80","TLSv1.2","233","Application Data"
"107","8.079243","192.168.100.80","162.159.134.234","TCP","54","64950  >  443 [ACK] Seq=1 Ack=2444 Win=64082 Len=0"
"108","8.147619","162.159.134.234","192.168.100.80","TLSv1.2","142","Application Data"
"109","8.188293","192.168.100.80","162.159.134.234","TCP","54","64950  >  443 [ACK] Seq=1 Ack=2532 Win=63994 Len=0"
"110","10.671457","162.159.134.234","192.168.100.80","TLSv1.2","387","Application Data"
"111","10.723724","192.168.100.80","162.159.134.234","TCP","54","64950  >  443 [ACK] Seq=1 Ack=2865 Win=63661 Len=0"
"112","10.724406","192.168.100.80","54.210.34.232","TLSv1.2","317","Application Data"
"113","10.767195","192.168.100.80","31.13.68.60","TLSv1.2","181","Application Data"
"114","10.767550","192.168.100.80","31.13.68.60","TLSv1.2","267","Application Data"
"115","10.798764","31.13.68.60","192.168.100.80","TCP","56","443  >  56770 [ACK] Seq=157 Ack=736 Win=65535 Len=0"
"116","10.798868","31.13.68.60","192.168.100.80","TCP","54","443  >  56770 [ACK] Seq=157 Ack=523 Win=65535 Len=0"
"117","10.987471","54.210.34.232","192.168.100.80","TLSv1.2","87","Application Data"
"118","10.988520","54.210.34.232","192.168.100.80","TLSv1.2","301","Application Data"
"119","10.988556","192.168.100.80","54.210.34.232","TCP","54","61501  >  443 [ACK] Seq=264 Ack=281 Win=64392 Len=0"
"120","11.007291","31.13.68.60","192.168.100.80","TLSv1.2","99","Application Data"
"121","11.051688","192.168.100.80","31.13.68.60","TCP","54","56770  >  443 [ACK] Seq=736 Ack=202 Win=65185 Len=0"
"122","11.090393","162.159.134.234","192.168.100.80","TLSv1.2","259","Application Data"
"123","11.144480","192.168.100.80","162.159.134.234","TCP","54","64950  >  443 [ACK] Seq=1 Ack=3070 Win=63456 Len=0"
"124","11.453592","31.13.68.60","192.168.100.80","TLSv1.2","128","Application Data"
"125","11.503023","192.168.100.80","31.13.68.60","TCP","54","56770  >  443 [ACK] Seq=736 Ack=276 Win=65111 Len=0"
"126","11.553205","162.159.134.234","192.168.100.80","TLSv1.2","189","Application Data"
"127","11.596307","192.168.100.80","162.159.134.234","TCP","54","64950  >  443 [ACK] Seq=1 Ack=3205 Win=63321 Len=0"
"128","11.690352","192.168.100.80","54.231.133.9","TCP","55","56923  >  443 [ACK] Seq=1 Ack=1 Win=64523 Len=1 [TCP segment of a reassembled PDU]"
"129","11.722176","192.168.100.80","142.251.10.190","UDP","665","58652  >  443 Len=623"
"130","11.759400","142.251.10.190","192.168.100.80","UDP","69","443  >  58652 Len=27"
"131","11.765693","142.251.10.190","192.168.100.80","UDP","110","443  >  58652 Len=68"
"132","11.765967","142.251.10.190","192.168.100.80","UDP","67","443  >  58652 Len=25"
"133","11.766086","192.168.100.80","142.251.10.190","UDP","78","58652  >  443 Len=36"
"134","11.792069","192.168.100.80","142.251.10.190","UDP","75","58652  >  443 Len=33"
"135","11.824392","142.251.10.190","192.168.100.80","UDP","67","443  >  58652 Len=25"
"136","12.039053","192.168.100.80","31.13.68.60","TLSv1.2","181","Application Data"
"137","12.070358","31.13.68.60","192.168.100.80","TCP","56","443  >  56770 [ACK] Seq=276 Ack=863 Win=65535 Len=0"
"138","12.174051","31.13.68.60","192.168.100.80","TLSv1.2","211","Application Data"
"139","12.188902","162.159.134.234","192.168.100.80","TLSv1.2","272","Application Data"
"140","12.219103","192.168.100.80","31.13.68.60","TCP","54","56770  >  443 [ACK] Seq=863 Ack=433 Win=64954 Len=0"
"141","12.234318","192.168.100.80","162.159.134.234","TCP","54","64950  >  443 [ACK] Seq=1 Ack=3423 Win=63103 Len=0"
"142","12.578547","192.168.100.80","103.10.124.162","UDP","126","59811  >  27018 Len=84"
"143","12.680480","162.159.134.234","192.168.100.80","TLSv1.2","241","Application Data"
"144","12.734978","192.168.100.80","162.159.134.234","TCP","54","64950  >  443 [ACK] Seq=1 Ack=3610 Win=64400 Len=0"
"145","12.972410","103.10.124.162","192.168.100.80","UDP","78","27018  >  59811 Len=36"
"146","13.077612","162.159.134.234","192.168.100.80","TLSv1.2","595","Application Data"
"147","13.121464","192.168.100.80","162.159.134.234","TCP","54","64950  >  443 [ACK] Seq=1 Ack=4151 Win=63859 Len=0"
"148","13.216982","192.168.100.80","35.186.224.47","TLSv1.2","97","Application Data"
"149","13.255608","35.186.224.47","192.168.100.80","TCP","54","443  >  61499 [ACK] Seq=1 Ack=44 Win=65535 Len=0"
"150","13.316996","35.186.224.47","192.168.100.80","TLSv1.2","94","Application Data"
"151","13.372464","192.168.100.80","35.186.224.47","TCP","54","61499  >  443 [ACK] Seq=44 Ack=41 Win=64792 Len=0"
"152","13.723920","192.168.100.80","142.251.10.190","UDP","993","58652  >  443 Len=951"
"153","13.795539","192.168.100.80","142.251.10.190","UDP","993","58652  >  443 Len=951"
"154","13.866256","142.251.10.190","192.168.100.80","UDP","70","443  >  58652 Len=28"
"155","13.868015","142.251.10.190","192.168.100.80","UDP","109","443  >  58652 Len=67"
"156","13.868015","142.251.10.190","192.168.100.80","UDP","67","443  >  58652 Len=25"
"157","13.868015","142.251.10.190","192.168.100.80","UDP","67","443  >  58652 Len=25"
"158","13.868301","192.168.100.80","142.251.10.190","UDP","78","58652  >  443 Len=36"
"159","13.868480","192.168.100.80","142.251.10.190","UDP","76","58652  >  443 Len=34"
"160","13.902592","142.251.10.190","192.168.100.80","UDP","68","443  >  58652 Len=26"
"161","13.922072","142.251.10.190","192.168.100.80","UDP","68","443  >  58652 Len=26"
"162","14.027016","162.159.134.234","192.168.100.80","TLSv1.2","107","Application Data"
"163","14.075990","192.168.100.80","162.159.134.234","TCP","54","64950  >  443 [ACK] Seq=1 Ack=4204 Win=63806 Len=0"
"164","14.130769","162.159.134.234","192.168.100.80","TLSv1.2","286","Application Data"
"165","14.184455","192.168.100.80","162.159.134.234","TCP","54","64950  >  443 [ACK] Seq=1 Ack=4436 Win=63574 Len=0"
"166","14.386138","162.159.134.234","192.168.100.80","TLSv1.2","181","Application Data"
"167","14.432976","192.168.100.80","162.159.134.234","TCP","54","64950  >  443 [ACK] Seq=1 Ack=4563 Win=63447 Len=0"
"168","14.740634","192.168.100.80","142.251.10.190","UDP","1285","58652  >  443 Len=1243"
"169","14.740822","192.168.100.80","142.251.10.190","UDP","482","58652  >  443 Len=440"
"170","14.774204","142.251.10.190","192.168.100.80","UDP","72","443  >  58652 Len=30"
"171","14.786182","142.251.10.190","192.168.100.80","UDP","474","443  >  58652 Len=432"
"172","14.786701","142.251.10.190","192.168.100.80","UDP","233","443  >  58652 Len=191"
"173","14.786863","192.168.100.80","142.251.10.190","UDP","78","58652  >  443 Len=36"
"174","14.813237","192.168.100.80","142.251.10.190","UDP","75","58652  >  443 Len=33"
"175","14.852391","142.251.10.190","192.168.100.80","UDP","67","443  >  58652 Len=25"
"176","15.674548","162.159.134.234","192.168.100.80","TLSv1.2","175","Application Data"
"177","15.724368","192.168.100.80","162.159.134.234","TCP","54","64950  >  443 [ACK] Seq=1 Ack=4684 Win=63326 Len=0"
"178","16.234140","162.159.134.234","192.168.100.80","TLSv1.2","105","Application Data"
"179","16.282592","192.168.100.80","162.159.134.234","TCP","54","64950  >  443 [ACK] Seq=1 Ack=4735 Win=63275 Len=0"
"180","17.080728","31.13.68.60","192.168.100.80","TLSv1.2","211","Application Data"
"181","17.128316","192.168.100.80","31.13.68.60","TCP","54","56770  >  443 [ACK] Seq=863 Ack=590 Win=64797 Len=0"
"182","18.310197","192.168.100.80","31.13.68.60","TLSv1.2","181","Application Data"
"183","18.310593","192.168.100.80","31.13.68.60","TLSv1.2","267","Application Data"
"184","18.341344","31.13.68.60","192.168.100.80","TCP","56","443  >  56770 [ACK] Seq=590 Ack=990 Win=65535 Len=0"
"185","18.341446","31.13.68.60","192.168.100.80","TCP","56","443  >  56770 [ACK] Seq=590 Ack=1203 Win=65535 Len=0"
"186","18.548489","31.13.68.60","192.168.100.80","TLSv1.2","99","Application Data"
"187","18.593442","192.168.100.80","31.13.68.60","TCP","54","56770  >  443 [ACK] Seq=1203 Ack=635 Win=64752 Len=0"
"188","18.723639","192.168.100.80","36.92.238.141","UDP","920","50600  >  443 Len=878"
"189","18.741064","36.92.238.141","192.168.100.80","UDP","71","443  >  50600 Len=29"
"190","18.741364","36.92.238.141","192.168.100.80","UDP","168","443  >  50600 Len=126"
"191","18.741712","192.168.100.80","36.92.238.141","UDP","78","50600  >  443 Len=36"
"192","18.742990","36.92.238.141","192.168.100.80","UDP","1288","443  >  50600 Len=1246"
"193","18.742990","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"194","18.742990","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"195","18.742990","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"196","18.742990","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"197","18.742990","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"198","18.742990","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"199","18.742990","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"200","18.742990","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"201","18.742990","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"202","18.742990","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"203","18.742990","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"204","18.743329","192.168.100.80","36.92.238.141","UDP","75","50600  >  443 Len=33"
"205","18.743940","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"206","18.743940","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"207","18.743940","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"208","18.743940","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"209","18.743940","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"210","18.743940","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"211","18.743940","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"212","18.743940","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"213","18.744093","192.168.100.80","36.92.238.141","UDP","75","50600  >  443 Len=33"
"214","18.745477","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"215","18.746586","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"216","18.746586","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"217","18.746586","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"218","18.746586","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"219","18.746586","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"220","18.746586","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"221","18.746586","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"222","18.747416","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"223","18.748467","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"224","18.748467","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"225","18.748467","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"226","18.748467","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"227","18.748467","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"228","18.748467","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"229","18.748467","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"230","18.748591","192.168.100.80","36.92.238.141","UDP","75","50600  >  443 Len=33"
"231","18.749790","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"232","18.750912","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"233","18.750912","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"234","18.750912","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"235","18.750912","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"236","18.750912","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"237","18.750912","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"238","18.750912","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"239","18.751096","192.168.100.80","36.92.238.141","UDP","75","50600  >  443 Len=33"
"240","18.751567","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"241","18.752635","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"242","18.752635","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"243","18.752635","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"244","18.752635","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"245","18.752635","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"246","18.752635","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"247","18.752635","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"248","18.752752","192.168.100.80","36.92.238.141","UDP","75","50600  >  443 Len=33"
"249","18.753322","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"250","18.754375","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"251","18.754375","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"252","18.754375","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"253","18.754375","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"254","18.754375","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"255","18.754375","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"256","18.754375","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"257","18.754573","192.168.100.80","36.92.238.141","UDP","75","50600  >  443 Len=33"
"258","18.756019","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"259","18.757118","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"260","18.757118","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"261","18.757118","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"262","18.757118","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"263","18.757118","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"264","18.757118","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"265","18.757118","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"266","18.758050","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"267","18.759039","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"268","18.759039","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"269","18.759039","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"270","18.759039","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"271","18.759039","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"272","18.759039","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"273","18.759039","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"274","18.759191","192.168.100.80","36.92.238.141","UDP","75","50600  >  443 Len=33"
"275","18.759423","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"276","18.761366","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"277","18.761366","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"278","18.761366","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"279","18.761366","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"280","18.761366","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"281","18.761366","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"282","18.761366","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"283","18.761366","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"284","18.761366","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"285","18.761366","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
